番号,名詞1,助詞1,名詞2,助詞2,名詞3,助詞3,動詞,子ども用解説,大人用解説,,
1851,ぼく,は,課題,に対して,対策,を,考える,「に対して」は対象だよ。,対象設定。,,
1852,わたし,は,努力,より,成果,を,重視する,「より」はくらべるよ。,比較。,,
1853,ねこ,が,箱,の,隅,で,眠る,「の」はつながり、「で」は場所だよ。,連体＋場所。,,
1854,犬,が,音,に対して,,,警戒する,「に対して」は対象だよ。,対象。,,
1855,先生,が,学生,に,助言,を,与える,「に」はあいてだよ。,受け手。,,
1856,ぼく,は,資料,をもとに,分析,を,進める,「をもとに」は根拠だよ。,基準。,,
1857,わたし,は,朝,から,夕方,まで,働く,「から」は始まり、「まで」は終わりだよ。,時間範囲。,,
1858,鳥,が,風,に,逆らって,,飛び続ける,「に」は対象だよ。,対象。,,
1859,友達,が,会議,で,発表,を,行う,「で」は場所だよ。,場所。,,
1860,先生,が,課題,を通して,理解,を,深める,「を通して」は手段だよ。,媒介。,,
1861,ぼく,は,条件,に応じて,戦略,を,変える,「に応じて」は条件だよ。,条件。,,
1862,わたし,は,結果,の,違い,を,比較する,「の」はつながりだよ。,連体。,,
1863,ねこ,が,窓,から,外,を,見渡す,「から」は起点、「を」は対象だよ。,起点。,,
1864,犬,が,庭,で,穴,を,掘る,「で」は場所、「を」は対象だよ。,場所。,,
1865,先生,が,学生,と,課題,を,共有する,「と」は相手だよ。,共同。,,
1866,ぼく,は,情報,に基づいて,判断,を,行う,「に基づいて」は根拠だよ。,根拠。,,
1867,わたし,は,都市,と,農村,を,比較する,「と」は比較だよ。,比較。,,
1868,鳥,が,空,に向かって,,,飛び上がる,「に向かって」は方向だよ。,方向。,,
1869,友達,が,家,で,料理,を,楽しむ,「で」は場所だよ。,場所。,,
1870,先生,が,文章,を通じて,考え,を,伝える,「を通じて」は手段だよ。,媒介。,,
1871,ぼく,は,結果,として,成功,を,収める,「として」は結果だよ。,結果。,,
1872,わたし,は,計画,に沿って,行動,を,進める,「に沿って」は基準だよ。,基準。,,
1873,ねこ,が,棚,の,中,で,静かに眠る,「の」はつながり、「で」は場所だよ。,連体。,,
1874,犬,が,音,に対して,,,反応する,「に対して」は対象だよ。,対象。,,
1875,先生,が,学生,に対して,評価,を,下す,「に対して」は対象だよ。,対象。,,
1876,ぼく,は,目的,のために,努力,を,重ねる,「のために」は目的だよ。,目的。,,
1877,わたし,は,トマト,と,肉,が,好き,「と」は比較だよ。,対比。,,
1878,鳥,が,空,を横切って,,,飛ぶ,「を」は通る場所だよ。,経路。,,
1879,友達,が,公園,で,活動,を,行う,「で」は場所だよ。,場所。,,
1880,先生,が,例,を用いて,説明,を,行う,「を用いて」は手段だよ。,手段。,,
1881,ぼく,は,経験,から,教訓,を,導く,「から」はもとだよ。,起点。,,
1882,わたし,は,理由,によって,判断,を,変える,「によって」は原因だよ。,原因。,,
1883,ねこ,が,布団,の,中,で,眠る,「の」はつながりだよ。,連体。,,
1884,犬,が,来客,に,,,吠える,「に」は対象だよ。,対象。,,
1885,先生,が,学生,に,問題,を,出す,「に」はあいてだよ。,受け手。,,
1886,ぼく,は,友達,と,目標,を,共有する,「と」は相手だよ。,共同。,,
1887,わたし,は,駅,から,家,まで,帰る,「から」ははじまり、「まで」は終わりだよ。,範囲。,,
1888,鳥,が,空,を,円,を,描くように飛ぶ,「を」は通る場所だよ。,経路。,,
1889,友達,が,教室,に,,,入る,「に」は行き先だよ。,到達。,,
1890,先生,が,文化,について,説明,を,する,「について」はテーマだよ。,主題。,,
1891,ぼく,は,夜,まで,作業,を,続ける,「まで」は終わりだよ。,終点。,,
1892,わたし,は,公園,で,景色,を,眺める,「で」は場所だよ。,場所。,,
1893,ねこ,が,机,の,上,で,くつろぐ,「の」はつながりだよ。,連体。,,
1894,犬,が,道,を,,,走る,「を」は通る場所だよ。,経路。,,
1895,先生,が,学生,と,議論,を,行う,「と」は相手だよ。,共同。,,
1896,ぼく,は,朝,から,勉強,を,始める,「から」ははじまりだよ。,起点。,,
1897,わたし,は,友達,に,連絡,を,する,「に」はあいてだよ。,受け手。,,
1898,鳥,が,山,に,,,向かう,「に」は行き先だよ。,到達。,,
1899,友達,が,家,で,準備,を,する,「で」は場所だよ。,場所。,,
1900,先生,が,歴史,について,話,を,する,「について」はテーマだよ。,主題。,,
1901,ぼく,は,事実,から,仮説,を,立てる,「から」はもと、「を」は対象だよ。,起点＋対象。,,
1902,わたし,は,朝,に,予定,を,立てる,「に」は時間、「を」は対象だよ。,時間＋対象。,,
1903,ねこ,が,床,の,すみ,で,丸くなる,「の」はつながり、「で」は場所だよ。,連体＋場所。,,
1904,犬,が,音,に,敏感,に,反応する,「に」はきっかけだよ。,刺激対象。,,
1905,先生,が,課題,について,要点,を,説明する,「について」はテーマだよ。,主題＋対象。,,
1906,ぼく,は,友達,と,計画,を,練る,「と」は相手、「を」は対象だよ。,共同＋対象。,,
1907,わたし,は,家,から,駅,まで,歩く,「から」ははじまり、「まで」は終わりだよ。,起点終点。,,
1908,鳥,が,空,の,広がり,を,自由に飛ぶ,「の」はつながり、「を」は対象だよ。,連体＋対象。,,
1909,友達,が,会場,へ,,,向かう,「へ」は方向だよ。,方向。,,
1910,先生,が,理論,に基づいて,,,説明する,「に基づいて」は根拠だよ。,根拠。,,
1911,ぼく,は,問題,に対して,解決策,を,考える,「に対して」は対象だよ。,対象。,,
1912,わたし,は,結果,より,過程,を,重視する,「より」は比較だよ。,比較。,,
1913,ねこ,が,棚,の,上,で,眠る,「の」はつながり、「で」は場所だよ。,連体＋場所。,,
1914,犬,が,主人,の,声,に,反応する,「の」はつながり、「に」は対象だよ。,所有＋対象。,,
1915,先生,が,学生,に,知識,を,伝える,「に」はあいて、「を」は対象だよ。,受け手。,,
1916,ぼく,は,資料,をもとに,結論,を,導く,「をもとに」は根拠だよ。,基準。,,
1917,わたし,は,朝,から,夜,まで,働く,「から」は始まり、「まで」は終わりだよ。,時間範囲。,,
1918,鳥,が,風,に,逆らって,,飛ぶ,「に」は対象だよ。,対象。,,
1919,友達,が,会議,で,意見,を,述べる,「で」は場所だよ。,場所。,,
1920,先生,が,問題,を通して,理解,を,深める,「を通して」は手段だよ。,媒介。,,
1921,ぼく,は,状況,に応じて,判断,を,変える,「に応じて」は条件だよ。,条件。,,
1922,わたし,は,成果,の,違い,を,比較する,「の」はつながりだよ。,連体。,,
1923,ねこ,が,窓,から,外,を,眺める,「から」は起点、「を」は対象だよ。,起点。,,
1924,犬,が,庭,で,土,を,掘る,「で」は場所だよ。,場所。,,
1925,先生,が,学生,と,意見,を,共有する,「と」は相手だよ。,共同。,,
1926,ぼく,は,情報,に基づいて,判断,を,下す,「に基づいて」は根拠だよ。,根拠。,,
1927,わたし,は,都市,と,農村,を,比較する,「と」は比較だよ。,比較。,,
1928,鳥,が,空,に向かって,,,上昇する,「に向かって」は方向だよ。,方向。,,
1929,友達,が,家,で,料理,を,作る,「で」は場所だよ。,場所。,,
1930,先生,が,文章,を通じて,考え,を,伝える,「を通じて」は手段だよ。,媒介。,,
1931,ぼく,は,結果,として,成功,を,収める,「として」は結果だよ。,結果。,,
1932,わたし,は,計画,に沿って,行動,を,進める,「に沿って」は基準だよ。,基準。,,
1933,ねこ,が,箱,の,中,で,眠る,「の」はつながり、「で」は場所だよ。,連体。,,
1934,犬,が,音,に対して,,,反応する,「に対して」は対象だよ。,対象。,,
1935,先生,が,学生,に対して,評価,を,行う,「に対して」は対象だよ。,対象。,,
1936,ぼく,は,目的,のために,努力,を,続ける,「のために」は目的だよ。,目的。,,
1937,わたし,は,犬,と,ねこ,が,好きだ,「と」は比較だよ。,対比。,,
1938,鳥,が,空,を横切って,,,飛ぶ,「を」は通る場所だよ。,経路。,,
1939,友達,が,公園,で,活動,を,行う,「で」は場所だよ。,場所。,,
1940,先生,が,例,を用いて,説明,を,行う,「を用いて」は手段だよ。,手段。,,
1941,ぼく,は,経験,から,知恵,を,得る,「から」はもとだよ。,起点。,,
1942,わたし,は,理由,によって,判断,を,変える,「によって」は原因だよ。,原因。,,
1943,ねこ,が,布団,の,中,で,眠る,「の」はつながりだよ。,連体。,,
1944,犬,が,来客,に,,,吠える,「に」は対象だよ。,対象。,,
1945,先生,が,学生,に,課題,を,出す,「に」はあいてだよ。,受け手。,,
1946,ぼく,は,友達,と,目標,を,共有する,「と」は相手だよ。,共同。,,
1947,わたし,は,駅,から,家,まで,帰る,「から」ははじまり、「まで」は終わりだよ。,範囲。,,
1948,鳥,が,空,を,円,を,描くように飛ぶ,「を」は通る場所だよ。,経路。,,
1949,友達,が,教室,に,,,入る,「に」は行き先だよ。,到達。,,
1950,先生,が,文化,について,説明,を,する,「について」はテーマだよ。,主題。,,
1951,ぼく,は,夜,まで,作業,を,続ける,「まで」は終わりだよ。,終点。,,
1952,わたし,は,公園,で,景色,を,眺める,「で」は場所だよ。,場所。,,
1953,ねこ,が,机,の,上,で,くつろぐ,「の」はつながりだよ。,連体。,,
1954,犬,が,道,を,,,走る,「を」は通る場所だよ。,経路。,,
1955,先生,が,学生,と,議論,を,行う,「と」は相手だよ。,共同。,,
1956,ぼく,は,朝,から,勉強,を,始める,「から」ははじまりだよ。,起点。,,
1957,わたし,は,友達,に,連絡,を,する,「に」はあいてだよ。,受け手。,,
1958,鳥,が,山,に,,,向かう,「に」は行き先だよ。,到達。,,
1959,友達,が,家,で,準備,を,する,「で」は場所だよ。,場所。,,
1960,先生,が,歴史,について,話,を,する,「について」はテーマだよ。,主題。,,
1961,ぼく,は,結果,に応じて,対応,を,変える,「に応じて」は条件だよ。,条件。,,
1962,わたし,は,努力,の,成果,を,評価する,「の」はつながりだよ。,連体。,,
1963,ねこ,が,窓,から,外,を,見る,「から」は起点だよ。,起点。,,
1964,犬,が,庭,で,遊び,を,楽しむ,「で」は場所だよ。,場所。,,
1965,先生,が,学生,と,意見,を,交換する,「と」は相手だよ。,共同。,,
1966,ぼく,は,情報,をもとに,判断,を,行う,「をもとに」は根拠だよ。,根拠。,,
1967,わたし,は,都市,と,地方,を,比較する,「と」は比較だよ。,比較。,,
1968,鳥,が,空,に向かって,,,飛ぶ,「に向かって」は方向だよ。,方向。,,
1969,友達,が,家,で,食事,を,する,「で」は場所だよ。,場所。,,
1970,先生,が,文章,を通じて,知識,を,伝える,「を通じて」は手段だよ。,媒介。,,
1971,ぼく,は,結果,として,評価,を,受ける,「として」は結果だよ。,結果。,,
1972,わたし,は,計画,に沿って,作業,を,進める,「に沿って」は基準だよ。,基準。,,
1973,ねこ,が,箱,の,中,で,休む,「の」はつながりだよ。,連体。,,
1974,犬,が,音,に対して,,,吠える,「に対して」は対象だよ。,対象。,,
1975,先生,が,学生,に対して,指導,を,行う,「に対して」は対象だよ。,対象。,,
1976,ぼく,は,目的,のために,努力,を,続ける,「のために」は目的だよ。,目的。,,
1977,わたし,は,朝,と,夜,で,行動,を,変える,「と」は比較だよ。,対比。
1978,鳥,が,空,を横切る,飛行,を,する,「を」は通る場所だよ。,経路。,,
1979,友達,が,公園,で,運動,を,する,「で」は場所だよ。,場所。,,
1980,先生,が,例,を用いて,説明,を,行う,「を用いて」は手段だよ。,手段。,,
1981,ぼく,は,経験,から,学び,を,得る,「から」はもとだよ。,起点。,,
1982,わたし,は,理由,によって,行動,を,変える,「によって」は原因だよ。,原因。,,
1983,ねこ,が,布団,の,中,で,眠る,「の」はつながりだよ。,連体。,,
1984,犬,が,来客,に,,,吠える,「に」は対象だよ。,対象。,,
1985,先生,が,学生,に,宿題,を,出す,「に」はあいてだよ。,受け手。,,
1986,ぼく,は,友達,と,計画,を,共有する,「と」は相手だよ。,共同。,,
1987,わたし,は,駅,から,家,まで,帰宅する,「から」ははじまりだよ。,起点。,,
1988,鳥,が,空,を,自由,に,飛ぶ,「を」は通る場所だよ。,経路。,,
1989,友達,が,教室,に,,,入室する,「に」は行き先だよ。,到達。,,
1990,先生,が,文化,について,説明,を,行う,「について」はテーマだよ。,主題。,,
1991,ぼく,は,夜,まで,勉強,を,続ける,「まで」は終わりだよ。,終点。,,
1992,わたし,は,公園,で,風景,を,楽しむ,「で」は場所だよ。,場所。,,
1993,ねこ,が,机,の,上,で,眠る,「の」はつながりだよ。,連体。,,
1994,犬,が,道,を,,,走り回る,「を」は通る場所だよ。,経路。,,
1995,先生,が,学生,と,議論,を,深める,「と」は相手だよ。,共同。,,
1996,ぼく,は,朝,から,活動,を,始める,「から」ははじまりだよ。,起点。,,
1997,わたし,は,友達,に,連絡,を,送る,「に」はあいてだよ。,受け手。,,
1998,鳥,が,山,に,,,飛ぶ,「に」は行き先だよ。,到達。,,
1999,友達,が,家,で,準備,を,進める,「で」は場所だよ。,場所。,,
2000,ぼく,は,博物館,で,展示,を,見る,「で」は場所、「を」は対象だよ。,場所＋対象。,,
2001,わたし,は,美術館,で,絵,を,見る,「で」は場所、「を」は対象だよ。,場所＋対象。,,
2002,ぼく,は,水族館,で,魚,を,観察する,「で」は場所、「を」は対象だよ。,場所＋対象。,,
2003,わたし,は,動物園,で,動物,を,見る,「で」は場所だよ。,場所。,,
2004,ぼく,は,遊園地,で,ジェットコースター,に,乗る,「で」は場所、「に」は対象だよ。,場所＋対象。,,
2005,わたし,は,ライブ,で,音楽,を,聞く,「で」は場所、「を」は対象だよ。,場所＋対象。,,
2006,ぼく,は,映画館,で,映画,を,見る,「で」は場所だよ。,場所。,,
2007,わたし,は,体育館,で,バスケットボール,を,する,「で」は場所だよ。,場所。,,
2008,ぼく,は,海,で,泳ぎ,を,楽しむ,「で」は場所だよ。,場所。,,
2009,わたし,は,山,で,景色,を,見る,「で」は場所だよ。,場所。,,
2010,ぼく,は,カフェ,で,コーヒー,を,飲む,「で」は場所だよ。,場所。,,
2011,わたし,は,商店街,で,買い物,を,する,「で」は場所だよ。,場所。,,
2012,ぼく,は,神社,で,お参り,を,する,「で」は場所だよ。,場所。,,
2013,わたし,は,学校,で,友達,と,話す,「で」は場所、「と」は相手だよ。,場所＋共同。,,
2014,ぼく,は,教室,で,勉強,を,する,「で」は場所だよ。,場所。,,
2015,わたし,は,公園,で,犬,と,遊ぶ,「で」は場所、「と」は相手だよ。,場所＋共同。,,
2016,ぼく,は,家,で,テレビ,を,見る,「で」は場所だよ。,場所。,,
2017,わたし,は,駅,で,電車,を,待つ,「で」は場所だよ。,場所。,,
2018,ぼく,は,図書館,で,本,を,読む,「で」は場所だよ。,場所。,,
2019,わたし,は,広場,で,イベント,を,楽しむ,「で」は場所だよ。,場所。,,
2020,ぼく,は,遊園地,で,友達,と,遊ぶ,「と」は相手だよ。,共同。,,
2021,わたし,は,水族館,で,イルカ,を,見る,「の」はつながりだよ。,連体。,,
2022,ぼく,は,動物園,で,パンダ,を,見る,「で」は場所だよ。,場所。,,
2023,わたし,は,美術館,で,作品,について,考える,「について」はテーマだよ。,主題。,,
2024,ぼく,は,博物館,で,歴史,を,学ぶ,「で」は場所だよ。,場所。,,
2025,わたし,は,ライブ,で,歌,を,聞く,「で」は場所だよ。,場所。,,
2026,ぼく,は,カラオケ,で,友達,と,歌う,「と」は相手だよ。,共同。,,
2027,わたし,は,体育館,で,試合,を,見る,「で」は場所だよ。,場所。,,
2028,ぼく,は,海,で,友達,と,遊ぶ,「と」は相手だよ。,共同。,,
2029,わたし,は,山,で,登山,を,する,「で」は場所だよ。,場所。,,
2030,ぼく,は,カフェ,で,友達,と,話す,「と」は相手だよ。,共同。,,
2031,わたし,は,友達,と,買い物,を,する,「と」は相手だよ。,共同。,,
2032,ぼく,は,神社,で,おみくじ,を,引く,「で」は場所だよ。,場所。,,
2033,わたし,は,先生,に,質問,を,する,「に」はあいてだよ。,受け手。,,
2034,ぼく,は,友達,と,勉強,を,する,「と」は相手だよ。,共同。,,
2035,わたし,は,公園,で,ボール,を,投げる,「で」は場所だよ。,場所。,,
2036,ぼく,は,家,で,ゲーム,を,する,「で」は場所だよ。,場所。,,
2037,わたし,は,駅,から,学校,まで,歩く,「から」ははじまり、「まで」は終わりだよ。,起点終点。,,
2038,ぼく,は,図書館,で,本,を,読む,「で」は場所だよ。,場所。,,
2039,わたし,は,広場,で,音楽,を,聞く,「で」は場所だよ。,場所。,,
2040,ぼく,は,遊園地,で,乗り物,に,乗る,「に」は対象だよ。,対象。,,
2041,わたし,は,水族館,で,魚,を,見る,「で」は場所だよ。,場所。,,
2042,ぼく,は,動物園,で,ライオン,を,見る,「で」は場所だよ。,場所。,,
2043,わたし,は,美術館,で,絵,について,話す,「について」はテーマだよ。,主題。,,
2044,ぼく,は,博物館,で,展示,を,見学する,「で」は場所だよ。,場所。,,
2045,わたし,は,ライブ,で,友達,と,盛り上がる,「と」は相手だよ。,共同。,,
2046,ぼく,は,映画館,で,新作,を,見る,「で」は場所だよ。,場所。,,
2047,わたし,は,体育館,で,練習,を,する,「で」は場所だよ。,場所。,,
2048,ぼく,は,海,で,波,を,見る,「で」は場所だよ。,場所。,,
2049,わたし,は,山,で,写真,を,撮る,「で」は場所だよ。,場所。,,
2050,ぼく,は,カフェ,で,ケーキ,を,食べる,「で」は場所だよ。,場所。,,
2051,わたし,は,商店街,で,お菓子,を,買う,「で」は場所だよ。,場所。,,
2052,ぼく,は,神社,で,お願い,を,する,「で」は場所だよ。,場所。,,
2053,わたし,は,学校,で,授業,を,受ける,「で」は場所だよ。,場所。,,
2054,ぼく,は,教室,で,問題,を,解く,「で」は場所だよ。,場所。,,
2055,わたし,は,公園,で,散歩,を,する,「で」は場所だよ。,場所。,,
2056,ぼく,は,家,で,宿題,を,する,「で」は場所だよ。,場所。,,
2057,わたし,は,駅,で,友達,と,待ち合わせる,「と」は相手だよ。,共同。,,
2058,ぼく,は,図書館,で,調べ物,を,する,「で」は場所だよ。,場所。,,
2059,わたし,は,広場,で,ダンス,を,する,「で」は場所だよ。,場所。,,
2060,ぼく,は,遊園地,で,友達,と,遊ぶ,「は」は主役、「で」は場所、「と」はいっしょにする相手だよ。,主題提示＋動作の場所＋共同動作の相手。,,
2061,わたし,は,水族館,で,魚,を,見る,「は」は主役、「で」は場所、「を」は見るものだよ。,主題提示＋場所＋対象。,,
2062,ぼく,は,美術館,で,絵,を,じっくり見る,「は」は主役、「で」は場所、「を」は対象だよ。,主題提示＋場所＋対象。,,
2063,わたし,は,動物園,で,動物,を,観察する,「は」は主役、「で」は場所、「を」は対象だよ。,主題提示＋場所＋対象。,,
2064,ぼく,は,映画館,で,映画,を,楽しむ,「は」は主役、「で」は場所、「を」は対象だよ。,主題提示＋場所＋対象。,,
2065,わたし,は,ライブ,で,音楽,を,楽しむ,「は」は主役、「で」は場所、「を」は対象だよ。,主題提示＋場所＋対象。,,
2066,ぼく,は,海,で,友達,と,泳ぐ,「は」は主役、「で」は場所、「と」は相手だよ。,主題提示＋場所＋共同。,,
2067,わたし,は,山,で,写真,を,撮る,「は」は主役、「で」は場所、「を」は対象だよ。,主題提示＋場所＋対象。,,
2068,ぼく,は,カフェ,で,ケーキ,を,食べる,「は」は主役、「で」は場所、「を」は対象だよ。,主題提示＋場所＋対象。,,
2069,わたし,は,商店街,で,買い物,を,楽しむ,「は」は主役、「で」は場所、「を」は対象だよ。,主題提示＋場所＋対象。,,
2070,ぼく,は,神社,で,お参り,を,する,「は」は主役、「で」は場所、「を」はすることだよ。,主題提示＋場所＋対象。,,
2071,わたし,は,学校,で,友達,と,話す,「は」は主役、「で」は場所、「と」は相手だよ。,主題提示＋場所＋共同。,,
2072,ぼく,は,教室,で,問題,を,解く,「は」は主役、「で」は場所、「を」は対象だよ。,主題提示＋場所＋対象。,,
2073,わたし,は,公園,で,犬,と,遊ぶ,「は」は主役、「で」は場所、「と」は相手だよ。,主題提示＋場所＋共同。,,
2074,ぼく,は,家,で,宿題,を,する,「は」は主役、「で」は場所、「を」は対象だよ。,主題提示＋場所＋対象。,,
2075,わたし,は,駅,で,電車,を,待つ,「は」は主役、「で」は場所、「を」は対象だよ。,主題提示＋場所＋対象。,,
2076,ぼく,は,図書館,で,本,を,読む,「は」は主役、「で」は場所、「を」は対象だよ。,主題提示＋場所＋対象。,,
2077,わたし,は,広場,で,イベント,を,楽しむ,「は」は主役、「で」は場所、「を」は対象だよ。,主題提示＋場所＋対象。,,
2078,ぼく,は,遊園地,で,乗り物,に,乗る,「は」は主役、「で」は場所、「に」は乗る対象だよ。,主題提示＋場所＋対象（着点）。,,
2079,わたし,は,水族館,で,イルカショー,を,見る,「は」は主役、「で」は場所、「の」はつながりだよ。,主題提示＋場所＋連体修飾。,,
2080,ぼく,は,動物園,で,ライオン,を,見る,「は」は主役、「で」は場所、「を」は対象だよ。,主題提示＋場所＋対象。,,
2081,わたし,は,美術館,で,作品,について,話す,「は」は主役、「で」は場所、「について」は話のテーマだよ。,主題提示＋場所＋主題提示。,,
2082,ぼく,は,博物館,で,歴史,を,学ぶ,「は」は主役、「で」は場所、「を」は対象だよ。,主題提示＋場所＋対象。,,
2083,わたし,は,ライブ,で,友達,と,盛り上がる,「は」は主役、「で」は場所、「と」は相手だよ。,主題提示＋場所＋共同。,,
2084,ぼく,は,映画館,で,新作,を,見る,「は」は主役、「で」は場所、「を」は対象だよ。,主題提示＋場所＋対象。,,
2085,わたし,は,体育館,で,練習,を,する,「は」は主役、「で」は場所、「を」は対象だよ。,主題提示＋場所＋対象。,,
2086,ぼく,は,海,で,波,を,見る,「は」は主役、「で」は場所、「を」は対象だよ。,主題提示＋場所＋対象。,,
2087,わたし,は,山,で,景色,を,楽しむ,「は」は主役、「で」は場所、「を」は対象だよ。,主題提示＋場所＋対象。,,
2088,ぼく,は,カフェ,で,友達,と,話す,「は」は主役、「で」は場所、「と」は相手だよ。,主題提示＋場所＋共同。,,
2089,わたし,は,商店街,で,お菓子,を,買う,「は」は主役、「で」は場所、「を」は対象だよ。,主題提示＋場所＋対象。,,
2090,ぼく,は,神社,で,おみくじ,を,引く,「は」は主役、「で」は場所、「を」は対象だよ。,主題提示＋場所＋対象。,,
2091,わたし,は,学校,で,先生,に,質問する,「は」は主役、「で」は場所、「に」はあいてだよ。,主題提示＋場所＋受け手。,,
2092,ぼく,は,教室,で,友達,と,勉強する,「は」は主役、「で」は場所、「と」は相手だよ。,主題提示＋場所＋共同。,,
2093,わたし,は,公園,で,ボール,を,投げる,「は」は主役、「で」は場所、「を」は対象だよ。,主題提示＋場所＋対象。,,
2094,ぼく,は,家,で,ゲーム,を,する,「は」は主役、「で」は場所、「を」は対象だよ。,主題提示＋場所＋対象。,,
2095,わたし,は,駅,から,学校,まで,歩く,「は」は主役、「から」ははじまり、「まで」は終わりだよ。,主題提示＋起点＋終点。,,
2096,ぼく,は,図書館,で,本,を,読む,「は」は主役、「で」は場所、「を」は対象だよ。,主題提示＋場所＋対象。,,
2097,わたし,は,広場,で,音楽,を,聞く,「は」は主役、「で」は場所、「を」は対象だよ。,主題提示＋場所＋対象。,,
2098,ぼく,は,遊園地,で,写真,を,撮る,「は」は主役、「で」は場所、「を」は対象だよ。,主題提示＋場所＋対象。,,
2099,わたし,は,水族館,で,魚,を,見る,「は」は主役、「で」は場所、「を」は対象だよ。,主題提示＋場所＋対象。,,
2100,ぼく,は,美術館,で,絵,を,楽しむ,「は」は主役、「で」は場所、「を」は対象だよ。,主題提示＋場所＋対象。,,
2101,ぼく,は,友達,に,プレゼント,を,渡す,「は」は主役、「に」はあげる相手、「を」は渡すものだよ。,主題提示＋受け手＋対象。,,
2102,わたし,は,先生,に,質問,を,する,「は」は主役、「に」は聞く相手、「を」は質問の内容だよ。,主題提示＋受け手＋対象。,,
2103,ぼく,は,駅,から,家,まで,走る,「は」は主役、「から」は出発、「まで」はゴールだよ。,主題提示＋起点＋終点。,,
2104,わたし,は,兄,より,背,が,高い,「より」はくらべるときに使うよ。,比較構文。,,
2105,ぼく,は,本,の,内容,について,話す,「の」はつながり、「について」はテーマだよ。,連体修飾＋主題提示。,,
2106,わたし,は,友達,と,意見,を,交換する,「と」はいっしょにする相手、「を」は内容だよ。,共同＋対象。,,
2107,ぼく,は,外,で,傘,を,さす,「で」は場所、「を」は対象だよ。,場所＋対象。,,
2108,わたし,は,朝,に,音楽,を,聞く,「に」は時間、「を」は聞くものだよ。,時間＋対象。,,
2109,ぼく,は,机,に,本,を,置く,「の」はつながり、「に」は置く場所、「を」は対象だよ。,連体＋到達点＋対象。,,
2110,わたし,は,友達,から,手紙,を,もらう,「から」はもらう相手、「を」はもらうものだよ。,起点（供与者）＋対象。,,
2111,ぼく,は,学校,へ,,,向かう,「へ」は行き先の方向だよ。,方向。,,
2112,わたし,は,犬,と,,,散歩する,「と」はいっしょにする相手だよ。,共同。,,
2113,ぼく,は,お金,で,ジュース,を,買う,「で」は手段、「を」は買うものだよ。,手段＋対象。,,
2114,わたし,は,友達,に,ノート,を,貸す,「に」は相手、「を」は貸すものだよ。,受け手＋対象。,,
2115,ぼく,は,夕方,まで,,,遊ぶ,「まで」は終わりの時間だよ。,終点（時間）。,,
2116,わたし,は,音楽,で,気分,が,良くなる,「で」は手段、「が」は状態の主語だよ。,,,
2117,ぼく,は,山,から,町,を,見る,「から」は見る場所、「を」は対象だよ。,視点＋対象。,,
2118,わたし,は,本,や,ノート,を,置く,「や」は並べる、「を」は対象だよ。,並列＋対象。,,
2119,ぼく,は,夏,#NAME?,花火,を,見る,「に」は時間、「を」は対象だよ。,時間＋対象。,,
2120,わたし,は,理由,を,先生,に,説明する,「を」は内容、「に」は相手だよ。,対象＋受け手。,,
2121,ぼく,は,友達,に,本,を,すすめる,「は」は主役、「に」はすすめる相手、「を」はすすめるものだよ。,主題提示＋受け手＋対象。,,
2122,わたし,は,母,に,手紙,を,書く,「は」は主役、「に」はあて先、「を」は書く内容だよ。,主題提示＋受け手＋対象。,,
2123,ぼく,は,学校,から,公園,まで,歩く,「から」は出発、「まで」は終点だよ。,起点＋終点。,,
2124,わたし,は,兄,より,足,が,速い,「より」はくらべるときに使うよ。,比較構文。,,
2125,ぼく,は,映画,の,感想,について,話す,「の」はつながり、「について」はテーマだよ。,連体修飾＋主題。,,
2126,わたし,は,友達,と,予定,を,決める,「と」は相手、「を」は内容だよ。,共同＋対象。,,
2127,ぼく,は,虹,を,,,見る,「を」は対象だよ。,対象。,,
2128,わたし,は,朝,に,パン,を,食べる,「に」は時間、「を」は対象だよ。,時間＋対象。,,
2129,ぼく,は,机,に,ノート,を,入れる,「に」は場所、「を」は対象だよ。,到達点＋対象。,,
2130,わたし,は,友達,から,おみやげ,を,もらう,「から」はくれる相手、「を」はもらうものだよ。,起点（供与者）＋対象。,,
2131,ぼく,は,学校,へ,,,急ぐ,「へ」は向かう方向だよ。,方向。,,
2132,わたし,は,妹,と,,,遊ぶ,「と」はいっしょにする相手だよ。,共同。,,
2133,ぼく,は,お金,で,パン,を,買う,「で」は手段、「を」は対象だよ。,手段＋対象。,,
2134,わたし,は,友達,に,ペン,を,貸す,「に」は相手、「を」は対象だよ。,受け手＋対象。,,
2135,ぼく,は,夜,まで,本,を,読む,「まで」は終わりの時間だよ。,終点。,,
2136,わたし,は,音楽,で,気分,が,明るくなる,「で」は手段、「が」は変化する主体だよ。,手段＋主格。,,
2137,ぼく,は,丘,から,町,を,見下ろす,「から」は見る場所、「を」は対象だよ。,視点＋対象。,,
2138,わたし,は,ノート,や,教科書,を,置く,「や」は並べる、「を」は対象だよ。,並列＋対象。,,
2139,ぼく,は,冬,に,雪,を,見る,「に」は時間、「を」は対象だよ。,時間＋対象。,,
2140,わたし,は,理由,を,友達,に,説明する,「を」は内容、「に」は相手だよ。,対象＋受け手。,,
2141,ぼく,は,先生,に,答え,を,伝える,「に」は相手、「を」は内容だよ。,受け手＋対象。,,
2142,わたし,は,駅,から,家,まで,帰る,「から」は出発、「まで」は終点だよ。,起点＋終点。,,
